d,CA,TX,WI,date,CA_rolling_28,TX_rolling_28,WI_rolling_28
d_1311,17656,10625,10929,2014-08-31,16482.785714285714,10618.785714285714,10269.5
d_1312,19179,12686,11391,2014-09-01,16577.89285714286,10709.75,10349.75
d_1313,15047,8789,10463,2014-09-02,16553.714285714286,10659.07142857143,10355.357142857143
d_1314,15352,10162,11883,2014-09-03,16563.535714285714,10687.964285714286,10418.42857142857
d_1315,14157,8325,9001,2014-09-04,16512.928571428572,10621.892857142857,10424.607142857143
d_1316,15262,9556,11148,2014-09-05,16457.214285714286,10562.892857142857,10431.67857142857
d_1317,19408,12703,13906,2014-09-06,16427.678571428572,10581.92857142857,10469.285714285714
d_1318,21338,12606,12009,2014-09-07,16448.35714285714,10617.607142857143,10509.5
d_1319,15427,10232,9921,2014-09-08,16448.64285714286,10612.285714285714,10495.17857142857
d_1320,14425,9441,10301,2014-09-09,16426.64285714286,10591.07142857143,10448.92857142857
d_1321,14479,8743,8570,2014-09-10,16423.178571428572,10532.607142857143,10417.035714285714
d_1322,14355,10001,10124,2014-09-11,16420.0,10546.25,10404.57142857143
d_1323,16653,10153,11553,2014-09-12,16467.178571428572,10515.142857142857,10392.107142857143
d_1324,20184,13984,13411,2014-09-13,16494.428571428572,10566.642857142857,10421.357142857143
d_1325,20240,12757,12750,2014-09-14,16444.464285714286,10550.07142857143,10454.82142857143
d_1326,15711,10331,10517,2014-09-15,16413.39285714286,10567.214285714286,10510.892857142857
d_1327,14076,8613,8348,2014-09-16,16403.821428571428,10546.25,10508.5
d_1328,13966,8166,7699,2014-09-17,16403.571428571428,10518.92857142857,10464.07142857143
d_1329,13430,7307,8124,2014-09-18,16381.0,10433.785714285714,10445.42857142857
d_1330,15605,10025,9202,2014-09-19,16355.464285714286,10402.642857142857,10420.535714285714
d_1331,19738,11877,11417,2014-09-20,16341.607142857143,10353.357142857143,10425.07142857143
d_1332,20735,12979,10688,2014-09-21,16300.857142857143,10302.92857142857,10407.642857142857
d_1333,14751,9006,7753,2014-09-22,16291.17857142857,10241.464285714286,10366.035714285714
d_1334,13968,8261,7181,2014-09-23,16294.285714285714,10201.964285714286,10331.285714285714
d_1335,13356,8051,7594,2014-09-24,16300.5,10193.75,10315.25
d_1336,13472,8108,7931,2014-09-25,16305.642857142857,10178.785714285714,10308.464285714286
d_1337,14940,8899,9288,2014-09-26,16272.392857142857,10159.32142857143,10198.107142857143
d_1338,18447,11013,11379,2014-09-27,16262.75,10121.392857142857,10160.035714285714
d_1339,19691,12187,11046,2014-09-28,16335.42857142857,10177.17857142857,10164.214285714286
d_1340,14958,8749,7766,2014-09-29,16184.67857142857,10036.57142857143,10034.75
d_1341,13841,7910,8239,2014-09-30,16141.607142857143,10005.17857142857,9955.32142857143
d_1342,14894,10034,9674,2014-10-01,16125.25,10000.607142857143,9876.42857142857
d_1343,14865,9135,10249,2014-10-02,16150.535714285714,10029.535714285714,9921.0
d_1344,17105,11644,13087,2014-10-03,16216.357142857143,10104.107142857143,9990.25
d_1345,21225,12396,13578,2014-10-04,16281.25,10093.142857142857,9978.535714285714
d_1346,21661,13206,13494,2014-10-05,16292.785714285714,10114.57142857143,10031.57142857143
d_1347,17144,9870,10705,2014-10-06,16354.107142857143,10101.642857142857,10059.57142857143
d_1348,14492,10014,8645,2014-10-07,16356.5,10122.107142857143,10000.42857142857
d_1349,14381,8733,10071,2014-10-08,16353.0,10121.75,10054.035714285714
d_1350,14092,9361,10285,2014-10-09,16343.607142857143,10098.892857142857,10059.785714285714
d_1351,15377,9333,10291,2014-10-10,16298.035714285714,10069.607142857143,10014.714285714286
d_1352,18742,12354,13465,2014-10-11,16246.535714285714,10011.392857142857,10016.642857142857
d_1353,19652,13039,14044,2014-10-12,16225.535714285714,10021.464285714286,10062.857142857143
d_1354,15008,10122,8427,2014-10-13,16200.42857142857,10014.0,9988.214285714286
d_1355,13134,8739,10578,2014-10-14,16166.785714285714,10018.5,10067.857142857143
d_1356,13265,9757,11171,2014-10-15,16141.75,10075.32142857143,10191.857142857143
d_1357,12232,8333,9371,2014-10-16,16098.964285714286,10111.964285714286,10236.392857142857
d_1358,14735,9032,9663,2014-10-17,16067.892857142857,10076.5,10252.857142857143
d_1359,19310,11852,12593,2014-10-18,16052.607142857143,10075.607142857143,10294.857142857143
d_1360,20322,12096,11038,2014-10-19,16037.857142857143,10044.07142857143,10307.357142857143
d_1361,14931,9309,7993,2014-10-20,16044.285714285714,10054.892857142857,10315.92857142857
d_1362,13419,7966,7982,2014-10-21,16024.67857142857,10044.357142857143,10344.535714285714
d_1363,12215,8015,7696,2014-10-22,15983.92857142857,10043.07142857143,10348.17857142857
d_1364,12800,7845,7861,2014-10-23,15959.92857142857,10033.67857142857,10345.67857142857
d_1365,13962,8842,9986,2014-10-24,15925.0,10031.642857142857,10370.607142857143
d_1366,18415,10461,11877,2014-10-25,15923.857142857143,10011.92857142857,10388.392857142857
d_1367,18317,11841,10039,2014-10-26,15874.785714285714,9999.57142857143,10352.42857142857
d_1368,14486,8899,7818,2014-10-27,15857.92857142857,10004.92857142857,10354.285714285714
d_1369,12591,8105,7644,2014-10-28,15813.285714285714,10011.892857142857,10333.035714285714
d_1370,12545,7721,7297,2014-10-29,15729.392857142857,9929.285714285714,10248.142857142857
d_1371,13818,8659,7758,2014-10-30,15692.0,9912.285714285714,10159.17857142857
d_1372,13024,9411,10415,2014-10-31,15546.25,9832.535714285714,10063.75
d_1373,20253,11685,12311,2014-11-01,15511.535714285714,9807.142857142857,10018.5
d_1374,21092,11490,13490,2014-11-02,15491.214285714286,9745.857142857143,10018.357142857143
d_1375,16462,10265,11837,2014-11-03,15466.857142857143,9759.964285714286,10058.785714285714
d_1376,14001,8524,9427,2014-11-04,15449.32142857143,9706.75,10086.714285714286
d_1377,13264,7946,9622,2014-11-05,15409.42857142857,9678.642857142857,10070.67857142857
d_1378,13878,9085,10260,2014-11-06,15401.785714285714,9668.785714285714,10069.785714285714
d_1379,15019,9969,9775,2014-11-07,15389.0,9691.5,10051.357142857143
d_1380,19284,11053,13933,2014-11-08,15408.357142857143,9645.035714285714,10068.07142857143
d_1381,20404,13193,13818,2014-11-09,15435.214285714286,9650.535714285714,10060.0
d_1382,16116,9609,8724,2014-11-10,15474.785714285714,9632.214285714286,10070.607142857143
d_1383,14501,8797,9290,2014-11-11,15523.607142857143,9634.285714285714,10024.607142857143
d_1384,11966,8281,10243,2014-11-12,15477.214285714286,9581.57142857143,9991.464285714286
d_1385,11992,8476,8243,2014-11-13,15468.642857142857,9586.67857142857,9951.17857142857
d_1386,13994,9195,11550,2014-11-14,15442.17857142857,9592.5,10018.57142857143
d_1387,17879,11929,14575,2014-11-15,15391.07142857143,9595.25,10089.357142857143
d_1388,19201,12187,12128,2014-11-16,15351.035714285714,9598.5,10128.285714285714
d_1389,14039,9076,8696,2014-11-17,15319.17857142857,9590.17857142857,10153.392857142857
d_1390,12619,7963,7432,2014-11-18,15290.607142857143,9590.07142857143,10133.75
d_1391,11988,8025,8034,2014-11-19,15282.5,9590.42857142857,10145.82142857143
d_1392,11993,8283,7971,2014-11-20,15253.67857142857,9606.07142857143,10149.75
d_1393,14421,8398,10044,2014-11-21,15270.07142857143,9590.214285714286,10151.82142857143
d_1394,19145,11482,11775,2014-11-22,15296.142857142857,9626.67857142857,10148.17857142857
d_1395,18717,11606,10307,2014-11-23,15310.42857142857,9618.285714285714,10157.75
d_1396,14628,9462,7508,2014-11-24,15315.5,9638.392857142857,10146.67857142857
d_1397,14751,8894,8243,2014-11-25,15392.642857142857,9666.57142857143,10168.07142857143
d_1398,15812,10727,10364,2014-11-26,15509.32142857143,9773.92857142857,10277.607142857143
d_1399,8930,7672,5242,2014-11-27,15334.75,9738.67857142857,10187.75
d_1400,11524,7587,7243,2014-11-28,15281.17857142857,9673.535714285714,10074.464285714286
d_1401,15234,9176,10046,2014-11-29,15101.92857142857,9583.92857142857,9993.57142857143
d_1402,16322,10206,9277,2014-11-30,14931.57142857143,9538.07142857143,9843.107142857143
d_1403,15515,9557,9233,2014-12-01,14897.75,9512.785714285714,9750.107142857143
d_1404,12665,8227,9677,2014-12-02,14850.035714285714,9502.17857142857,9759.035714285714
d_1405,12590,9036,10979,2014-12-03,14825.964285714286,9541.107142857143,9807.5
d_1406,14778,7583,9155,2014-12-04,14858.107142857143,9487.464285714286,9768.035714285714
d_1407,15097,9677,12189,2014-12-05,14860.892857142857,9477.035714285714,9854.25
d_1408,19085,11579,13151,2014-12-06,14853.785714285714,9495.82142857143,9826.32142857143
d_1409,18773,12409,11345,2014-12-07,14795.535714285714,9467.82142857143,9738.0
d_1410,14487,9013,9614,2014-12-08,14737.357142857143,9446.535714285714,9769.785714285714
d_1411,14319,8872,9476,2014-12-09,14730.857142857143,9449.214285714286,9776.42857142857
d_1412,15526,7899,8473,2014-12-10,14858.0,9435.57142857143,9713.214285714286
d_1413,8585,8161,9369,2014-12-11,14736.32142857143,9424.32142857143,9753.42857142857
d_1414,13448,9314,10740,2014-12-12,14716.82142857143,9428.57142857143,9724.5
d_1415,17179,11203,11654,2014-12-13,14691.82142857143,9402.642857142857,9620.17857142857
d_1416,17834,12014,12158,2014-12-14,14643.0,9396.464285714286,9621.25
d_1417,12986,10762,10379,2014-12-15,14605.392857142857,9456.67857142857,9681.357142857143
d_1418,12272,9121,8543,2014-12-16,14593.0,9498.035714285714,9721.035714285714
d_1419,12716,9384,8052,2014-12-17,14619.0,9546.57142857143,9721.67857142857
d_1420,13501,10029,8837,2014-12-18,14672.857142857143,9608.92857142857,9752.607142857143
d_1421,12432,8226,9176,2014-12-19,14601.82142857143,9602.785714285714,9721.607142857143
d_1422,16757,10739,10925,2014-12-20,14516.535714285714,9576.25,9691.25
d_1423,17815,10749,9924,2014-12-21,14484.32142857143,9545.642857142857,9677.57142857143
d_1424,15575,9510,8651,2014-12-22,14518.142857142857,9547.357142857143,9718.392857142857
d_1425,15172,9724,9966,2014-12-23,14533.17857142857,9577.0,9779.92857142857
d_1426,11485,9084,9048,2014-12-24,14378.642857142857,9518.32142857143,9732.92857142857
d_1427,6,13,1,2014-12-25,14059.92857142857,9244.785714285714,9545.75
d_1428,13329,10507,9073,2014-12-26,14124.392857142857,9349.07142857143,9611.107142857143
d_1429,14550,9037,9007,2014-12-27,14099.964285714286,9344.107142857143,9574.0
d_1430,15122,8475,8297,2014-12-28,14057.107142857143,9282.285714285714,9539.0
d_1431,13406,9043,7541,2014-12-29,13981.785714285714,9263.92857142857,9478.57142857143
d_1432,12385,8981,8051,2014-12-30,13971.785714285714,9290.857142857143,9420.5
d_1433,13248,9329,10873,2014-12-31,13995.285714285714,9301.32142857143,9416.714285714286
d_1434,11169,7693,7590,2015-01-01,13866.392857142857,9305.25,9360.82142857143
d_1435,16179,9915,13539,2015-01-02,13905.035714285714,9313.75,9409.035714285714
d_1436,17410,10691,12984,2015-01-03,13845.214285714286,9282.035714285714,9403.07142857143
d_1437,18465,10832,10350,2015-01-04,13834.214285714286,9225.714285714286,9367.535714285714
d_1438,14833,9850,10008,2015-01-05,13846.57142857143,9255.607142857143,9381.607142857143
d_1439,12796,9508,10378,2015-01-06,13792.17857142857,9278.32142857143,9413.82142857143
d_1440,12301,9413,7451,2015-01-07,13677.0,9332.392857142857,9377.32142857143
d_1441,13088,7443,8498,2015-01-08,13837.82142857143,9306.75,9346.214285714286
d_1442,13865,9001,11519,2015-01-09,13852.714285714286,9295.57142857143,9374.035714285714
d_1443,19244,11182,13520,2015-01-10,13926.464285714286,9294.82142857143,9440.67857142857
d_1444,19921,12149,12996,2015-01-11,14001.0,9299.642857142857,9470.607142857143
d_1445,14064,9888,11622,2015-01-12,14039.5,9268.42857142857,9515.0
d_1446,12716,8701,8907,2015-01-13,14055.357142857143,9253.42857142857,9528.0
d_1447,12030,8240,10789,2015-01-14,14030.857142857143,9212.57142857143,9625.75
d_1448,12442,9487,11134,2015-01-15,13993.035714285714,9193.214285714286,9707.785714285714
d_1449,13997,9518,11374,2015-01-16,14048.92857142857,9239.357142857143,9786.285714285714
d_1450,18674,12264,14231,2015-01-17,14117.392857142857,9293.82142857143,9904.357142857143
d_1451,18195,12128,10401,2015-01-18,14130.964285714286,9343.07142857143,9921.392857142857
d_1452,15535,10114,8763,2015-01-19,14129.535714285714,9364.642857142857,9925.392857142857
d_1453,12589,8267,7507,2015-01-20,14037.285714285714,9312.607142857143,9837.57142857143
d_1454,12301,8293,7515,2015-01-21,14066.42857142857,9284.357142857143,9782.82142857143
d_1455,11648,6628,7519,2015-01-22,14482.214285714286,9520.607142857143,10051.32142857143
d_1456,13725,9275,9221,2015-01-23,14496.357142857143,9476.607142857143,10056.607142857143
d_1457,18319,11422,12440,2015-01-24,14630.964285714286,9561.785714285714,10179.214285714286
d_1458,19578,12055,10990,2015-01-25,14790.107142857143,9689.642857142857,10275.392857142857
d_1459,13130,9055,8173,2015-01-26,14780.25,9690.07142857143,10297.964285714286
d_1460,11859,8109,7905,2015-01-27,14761.464285714286,9658.92857142857,10292.75
d_1461,11825,8089,8190,2015-01-28,14710.642857142857,9614.642857142857,10196.92857142857
d_1462,12022,8263,7940,2015-01-29,14741.107142857143,9635.0,10209.42857142857
d_1463,14540,10314,12586,2015-01-30,14682.57142857143,9649.25,10175.392857142857
d_1464,19825,12998,18005,2015-01-31,14768.82142857143,9731.642857142857,10354.714285714286
d_1465,19519,13986,6880,2015-02-01,14806.464285714286,9844.285714285714,10230.785714285714
d_1466,14603,9615,10788,2015-02-02,14798.25,9835.892857142857,10258.642857142857
d_1467,14462,10063,12880,2015-02-03,14857.75,9855.714285714286,10348.0
d_1468,13677,9884,10431,2015-02-04,14906.892857142857,9872.535714285714,10454.42857142857
d_1469,14260,9173,11214,2015-02-05,14948.75,9934.32142857143,10551.42857142857
d_1470,12985,10770,13054,2015-02-06,14917.32142857143,9997.5,10606.25
d_1471,21744,13495,15597,2015-02-07,15006.607142857143,10080.107142857143,10680.42857142857
d_1472,20343,13932,15444,2015-02-08,15021.67857142857,10143.785714285714,10767.857142857143
d_1473,16576,11460,11134,2015-02-09,15111.392857142857,10199.92857142857,10750.42857142857
d_1474,15419,9913,10132,2015-02-10,15207.92857142857,10243.214285714286,10794.17857142857
d_1475,13858,10665,11178,2015-02-11,15273.214285714286,10329.82142857143,10808.07142857143
d_1476,14811,11419,12340,2015-02-12,15357.82142857143,10398.82142857143,10851.142857142857
d_1477,13954,11171,11811,2015-02-13,15356.285714285714,10457.857142857143,10866.75
d_1478,16024,11735,13855,2015-02-14,15261.642857142857,10438.964285714286,10853.32142857143
d_1479,16634,13564,13809,2015-02-15,15205.892857142857,10490.25,10975.035714285714
d_1480,16235,10259,10653,2015-02-16,15230.892857142857,10495.42857142857,11042.535714285714
d_1481,12756,8719,9222,2015-02-17,15236.857142857143,10511.57142857143,11103.785714285714
d_1482,12004,8426,8075,2015-02-18,15226.25,10516.32142857143,11123.785714285714
d_1483,11496,8920,8392,2015-02-19,15220.82142857143,10598.17857142857,11154.964285714286
d_1484,13594,9769,9756,2015-02-20,15216.142857142857,10615.82142857143,11174.07142857143
d_1485,15963,12637,13509,2015-02-21,15132.0,10659.214285714286,11212.25
d_1486,18349,13041,12369,2015-02-22,15088.107142857143,10694.42857142857,11261.5
d_1487,13688,9143,8691,2015-02-23,15108.035714285714,10697.57142857143,11280.0
d_1488,12241,8801,8738,2015-02-24,15121.67857142857,10722.285714285714,11309.75
d_1489,12358,8649,8220,2015-02-25,15140.714285714286,10742.285714285714,11310.82142857143
d_1490,12168,8823,8232,2015-02-26,15145.92857142857,10762.285714285714,11321.25
d_1491,13794,8962,10810,2015-02-27,15119.285714285714,10714.0,11257.82142857143
d_1492,18208,11795,14151,2015-02-28,15061.535714285714,10671.035714285714,11120.17857142857
d_1493,19496,13416,12274,2015-03-01,15060.714285714286,10650.67857142857,11312.82142857143
d_1494,14370,10161,10867,2015-03-02,15052.392857142857,10670.17857142857,11315.642857142857
d_1495,14180,10405,9802,2015-03-03,15042.32142857143,10682.392857142857,11205.714285714286
d_1496,13002,9233,9539,2015-03-04,15018.214285714286,10659.142857142857,11173.857142857143
d_1497,13806,8952,10061,2015-03-05,15002.0,10651.25,11132.67857142857
d_1498,14619,9742,11576,2015-03-06,15060.357142857143,10614.535714285714,11079.892857142857
d_1499,18440,12530,13259,2015-03-07,14942.357142857143,10580.07142857143,10996.392857142857
d_1500,21140,12080,14159,2015-03-08,14970.82142857143,10513.92857142857,10950.5
d_1501,15271,9921,10828,2015-03-09,14924.214285714286,10458.964285714286,10939.57142857143
d_1502,13856,10741,9000,2015-03-10,14868.392857142857,10488.535714285714,10899.142857142857
d_1503,13280,9568,10043,2015-03-11,14847.75,10449.357142857143,10858.607142857143
d_1504,13288,10194,10909,2015-03-12,14793.357142857143,10405.607142857143,10807.5
d_1505,14855,11254,10514,2015-03-13,14825.535714285714,10408.57142857143,10761.17857142857
d_1506,18504,12209,13758,2015-03-14,14914.107142857143,10425.5,10757.714285714286
d_1507,20812,13710,14305,2015-03-15,15063.32142857143,10430.714285714286,10775.42857142857
d_1508,14699,10880,9916,2015-03-16,15008.464285714286,10452.892857142857,10749.107142857143
d_1509,13153,9748,8511,2015-03-17,15022.642857142857,10489.642857142857,10723.714285714286
d_1510,12456,9159,8332,2015-03-18,15038.785714285714,10515.82142857143,10732.892857142857
d_1511,12257,9225,7887,2015-03-19,15065.964285714286,10526.714285714286,10714.857142857143
d_1512,13989,9927,9083,2015-03-20,15080.07142857143,10532.357142857143,10690.82142857143
d_1513,18719,10997,12266,2015-03-21,15178.5,10473.785714285714,10646.42857142857
d_1514,19974,12829,11211,2015-03-22,15236.535714285714,10466.214285714286,10605.07142857143
d_1515,14339,9691,8308,2015-03-23,15259.785714285714,10485.785714285714,10591.392857142857
d_1516,12504,6071,8266,2015-03-24,15269.17857142857,10388.285714285714,10574.535714285714
d_1517,12743,11462,7790,2015-03-25,15282.92857142857,10488.75,10559.17857142857
d_1518,13056,8488,8358,2015-03-26,15314.642857142857,10476.785714285714,10563.67857142857
d_1519,13977,9069,9489,2015-03-27,15321.17857142857,10480.607142857143,10516.5
d_1520,17755,11655,12121,2015-03-28,15305.0,10475.607142857143,10444.0
d_1521,19228,12491,10864,2015-03-29,15295.42857142857,10442.57142857143,10393.642857142857
d_1522,14501,9590,7808,2015-03-30,15300.107142857143,10422.17857142857,10284.392857142857
d_1523,13770,9236,7950,2015-03-31,15285.464285714286,10380.42857142857,10218.25
d_1524,14961,10706,9393,2015-04-01,15355.42857142857,10433.035714285714,10213.035714285714
d_1525,14590,9190,10037,2015-04-02,15383.42857142857,10441.535714285714,10212.17857142857
d_1526,17536,12845,13727,2015-04-03,15487.607142857143,10552.357142857143,10289.0
d_1527,21501,13220,13698,2015-04-04,15596.92857142857,10577.0,10304.67857142857
d_1528,18426,12789,10421,2015-04-05,15500.0,10602.32142857143,10171.17857142857
d_1529,14999,10756,10460,2015-04-06,15490.285714285714,10632.142857142857,10158.035714285714
d_1530,14223,10415,9273,2015-04-07,15503.392857142857,10620.5,10167.785714285714
d_1531,14137,9578,10434,2015-04-08,15534.0,10620.857142857143,10181.75
d_1532,13542,10561,10334,2015-04-09,15543.07142857143,10633.964285714286,10161.214285714286
d_1533,15573,10115,11165,2015-04-10,15568.714285714286,10593.285714285714,10184.464285714286
d_1534,18376,12975,13921,2015-04-11,15564.142857142857,10620.642857142857,10190.285714285714
d_1535,19636,13824,13720,2015-04-12,15522.142857142857,10624.714285714286,10169.392857142857
d_1536,13348,11465,9681,2015-04-13,15473.892857142857,10645.607142857143,10161.0
d_1537,13431,9121,11045,2015-04-14,15483.82142857143,10623.214285714286,10251.5
d_1538,13080,10386,11224,2015-04-15,15506.107142857143,10667.035714285714,10354.785714285714
d_1539,13510,8802,9119,2015-04-16,15550.857142857143,10651.92857142857,10398.785714285714
d_1540,14269,9209,9581,2015-04-17,15560.857142857143,10626.285714285714,10416.57142857143
d_1541,17238,13046,12232,2015-04-18,15507.964285714286,10699.464285714286,10415.357142857143
d_1542,19517,12575,12267,2015-04-19,15491.642857142857,10690.392857142857,10453.07142857143
d_1543,14202,10224,8692,2015-04-20,15486.75,10709.42857142857,10466.785714285714
d_1544,13167,8879,8181,2015-04-21,15510.42857142857,10809.714285714286,10463.75
d_1545,13099,8926,8357,2015-04-22,15523.142857142857,10719.142857142857,10484.0
d_1546,13669,8801,8188,2015-04-23,15545.035714285714,10730.32142857143,10477.92857142857
d_1547,14833,9761,9829,2015-04-24,15575.607142857143,10755.035714285714,10490.07142857143
d_1548,19071,12049,12478,2015-04-25,15622.607142857143,10769.107142857143,10502.82142857143
d_1549,19426,12387,11593,2015-04-26,15629.67857142857,10765.392857142857,10528.857142857143
d_1550,14773,9873,8798,2015-04-27,15639.392857142857,10775.5,10564.214285714286
d_1551,13044,8805,7901,2015-04-28,15613.464285714286,10760.107142857143,10562.464285714286
d_1552,12509,8579,7579,2015-04-29,15525.892857142857,10684.142857142857,10497.67857142857
d_1553,12985,8967,8601,2015-04-30,15468.57142857143,10676.17857142857,10446.392857142857
d_1554,17168,12238,11570,2015-05-01,15455.42857142857,10654.5,10369.357142857143
d_1555,19497,13252,14303,2015-05-02,15383.857142857143,10655.642857142857,10390.964285714286
d_1556,20394,13859,14849,2015-05-03,15454.142857142857,10693.857142857143,10549.107142857143
d_1557,17031,10376,10762,2015-05-04,15526.714285714286,10680.285714285714,10559.892857142857
d_1558,14609,9764,10716,2015-05-05,15540.5,10657.035714285714,10611.42857142857
d_1559,14392,10066,10838,2015-05-06,15549.607142857143,10674.464285714286,10625.857142857143
d_1560,13690,10662,8969,2015-05-07,15554.892857142857,10678.07142857143,10577.107142857143
d_1561,15574,9952,11898,2015-05-08,15554.92857142857,10672.25,10603.285714285714
d_1562,19126,13236,14907,2015-05-09,15581.714285714286,10681.57142857143,10638.5
d_1563,16523,11367,10140,2015-05-10,15470.535714285714,10593.82142857143,10510.642857142857
d_1564,15527,11281,10384,2015-05-11,15548.357142857143,10587.25,10535.75
d_1565,13859,10112,11062,2015-05-12,15563.642857142857,10622.642857142857,10536.357142857143
d_1566,13939,10567,9179,2015-05-13,15594.32142857143,10629.107142857143,10463.32142857143
d_1567,12326,9579,10149,2015-05-14,15552.035714285714,10656.857142857143,10500.107142857143
d_1568,15255,10959,11550,2015-05-15,15587.25,10719.357142857143,10570.42857142857
d_1569,18516,13473,12347,2015-05-16,15632.892857142857,10734.607142857143,10574.535714285714
d_1570,18894,13007,12592,2015-05-17,15610.642857142857,10750.035714285714,10586.142857142857
d_1571,14543,10384,9369,2015-05-18,15622.82142857143,10755.75,10610.32142857143
d_1572,13015,9108,8548,2015-05-19,15617.392857142857,10763.92857142857,10623.42857142857
d_1573,12941,9428,8789,2015-05-20,15611.75,10781.857142857143,10638.857142857143
d_1574,13341,8835,8425,2015-05-21,15600.035714285714,10783.07142857143,10647.32142857143
d_1575,15904,10306,10057,2015-05-22,15638.285714285714,10802.535714285714,10655.464285714286
d_1576,17197,12156,10622,2015-05-23,15571.357142857143,10806.357142857143,10589.17857142857
d_1577,16750,11062,9614,2015-05-24,15475.785714285714,10759.035714285714,10518.5
d_1578,17642,10552,9623,2015-05-25,15578.25,10783.285714285714,10547.964285714286
d_1579,13963,8887,8029,2015-05-26,15611.07142857143,10786.214285714286,10552.535714285714
d_1580,12974,9188,7935,2015-05-27,15627.67857142857,10807.964285714286,10565.25
d_1581,12976,9153,8087,2015-05-28,15627.357142857143,10814.607142857143,10546.892857142857
d_1582,13992,9533,9400,2015-05-29,15513.92857142857,10718.0,10469.392857142857
d_1583,18423,10300,12215,2015-05-30,15475.57142857143,10612.57142857143,10394.82142857143
d_1584,19734,12554,11175,2015-05-31,15452.0,10565.964285714286,10263.607142857143
d_1585,16694,11581,10379,2015-06-01,15439.964285714286,10609.0,10249.92857142857
d_1586,16809,9785,10830,2015-06-02,15518.535714285714,10609.75,10254.0
d_1587,15003,10678,12309,2015-06-03,15540.357142857143,10631.607142857143,10306.535714285714
d_1588,14946,9895,10081,2015-06-04,15585.214285714286,10604.214285714286,10346.25
d_1589,16439,11506,11944,2015-06-05,15616.107142857143,10659.714285714286,10347.892857142857
d_1590,20802,13057,13648,2015-06-06,15675.964285714286,10653.32142857143,10302.92857142857
d_1591,21319,14327,12780,2015-06-07,15847.25,10759.035714285714,10397.214285714286
d_1592,17765,10907,11250,2015-06-08,15927.17857142857,10745.67857142857,10428.142857142857
d_1593,16375,10520,11289,2015-06-09,16017.035714285714,10760.25,10436.25
d_1594,15598,9870,9708,2015-06-10,16076.285714285714,10735.357142857143,10455.142857142857
d_1595,14617,10593,10375,2015-06-11,16158.107142857143,10771.57142857143,10463.214285714286
d_1596,16154,11176,12952,2015-06-12,16190.214285714286,10779.32142857143,10513.285714285714
d_1597,19849,12826,12178,2015-06-13,16237.82142857143,10756.214285714286,10507.25
d_1598,21596,13420,13965,2015-06-14,16334.32142857143,10770.964285714286,10556.285714285714
d_1599,16840,18733,12007,2015-06-15,16416.35714285714,11069.142857142857,10650.5
d_1600,14294,7557,9847,2015-06-16,16462.035714285714,11013.75,10696.892857142857
d_1601,14737,7691,9050,2015-06-17,16526.178571428572,10951.714285714286,10706.214285714286
d_1602,15268,9230,9927,2015-06-18,16595.0,10965.82142857143,10759.857142857143
d_1603,16386,10125,11318,2015-06-19,16612.214285714286,10959.357142857143,10804.892857142857
d_1604,20047,12219,11989,2015-06-20,16714.0,10961.607142857143,10853.714285714286
d_1605,18535,12273,10605,2015-06-21,16777.75,11004.857142857143,10889.107142857143
d_1606,15916,9824,9106,2015-06-22,16716.10714285714,10978.857142857143,10870.642857142857
d_1607,14995,9080,8996,2015-06-23,16752.964285714286,10985.75,10905.17857142857
d_1608,14046,9292,8284,2015-06-24,16791.25,10989.464285714286,10917.642857142857
d_1609,14767,9144,8465,2015-06-25,16855.214285714286,10989.142857142857,10931.142857142857
d_1610,16617,9893,9435,2015-06-26,16948.964285714286,11002.0,10932.392857142857
d_1611,19911,11724,10578,2015-06-27,17002.10714285714,11052.857142857143,10873.92857142857
d_1612,20786,11841,10319,2015-06-28,17039.678571428572,11027.392857142857,10843.357142857143
d_1613,15603,9404,8921,2015-06-29,17000.714285714286,10949.642857142857,10791.285714285714
d_1614,15208,8207,8764,2015-06-30,16943.535714285714,10893.285714285714,10717.5
d_1615,17247,10565,10265,2015-07-01,17023.678571428572,10889.25,10644.5
d_1616,17773,11271,12800,2015-07-02,17124.64285714286,10938.392857142857,10741.607142857143
d_1617,23408,14085,16661,2015-07-03,17373.535714285714,11030.5,10910.07142857143
d_1618,16535,11154,9800,2015-07-04,17221.14285714286,10962.535714285714,10772.642857142857
d_1619,19387,12041,12104,2015-07-05,17152.14285714286,10880.892857142857,10748.5
d_1620,17733,11615,12190,2015-07-06,17151.0,10906.17857142857,10782.07142857143
d_1621,16207,11067,10081,2015-07-07,17145.0,10925.714285714286,10738.92857142857
d_1622,15364,9602,11083,2015-07-08,17136.64285714286,10916.142857142857,10788.035714285714
d_1623,16040,10500,11670,2015-07-09,17187.464285714286,10912.82142857143,10834.285714285714
d_1624,17973,10561,11361,2015-07-10,17252.428571428572,10890.857142857143,10777.464285714286
d_1625,20900,12743,13762,2015-07-11,17289.964285714286,10887.892857142857,10834.035714285714
d_1626,21449,14272,13873,2015-07-12,17284.714285714286,10918.32142857143,10830.75
d_1627,16797,11996,10265,2015-07-13,17283.178571428572,10677.714285714286,10768.535714285714
d_1628,15331,10123,11377,2015-07-14,17320.214285714286,10769.357142857143,10823.17857142857
d_1629,15743,10642,11710,2015-07-15,17356.14285714286,10874.75,10918.17857142857
d_1630,16331,10417,10730,2015-07-16,17394.10714285714,10917.142857142857,10946.857142857143
