d,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,date,CA_1_rolling_28,CA_2_rolling_28,CA_3_rolling_28,CA_4_rolling_28,TX_1_rolling_28,TX_2_rolling_28,TX_3_rolling_28,WI_1_rolling_28,WI_2_rolling_28,WI_3_rolling_28
d_128,3871,2961,5440,1725,2916,3871,2925,1672,2176,4047,2011-06-05,2849.8571428571427,2206.464285714286,3974.5714285714284,1440.4642857142858,2204.0714285714284,2815.4285714285716,2251.25,1488.75,1523.0714285714287,2803.5714285714284
d_129,3056,1940,4502,1673,2403,3370,2882,1476,2129,3254,2011-06-06,2849.3928571428573,2202.035714285714,3974.714285714286,1441.892857142857,2201.25,2819.8571428571427,2273.0,1499.7142857142858,1542.9285714285713,2812.035714285714
d_130,2763,1973,4292,1461,2509,2941,2505,1472,2110,3063,2011-06-07,2841.464285714286,2207.1071428571427,3985.3928571428573,1436.1785714285713,2213.0714285714284,2835.0714285714284,2297.1071428571427,1504.4642857142858,1566.2857142857142,2832.75
d_131,2884,2027,4427,1268,2156,2833,2420,1356,1907,3175,2011-06-08,2850.5714285714284,2213.8928571428573,4012.8928571428573,1429.7857142857142,2220.1785714285716,2844.464285714286,2303.964285714286,1507.892857142857,1580.9285714285713,2836.035714285714
d_132,2787,2135,4008,1336,2446,2884,2442,1427,2038,3279,2011-06-09,2868.785714285714,2217.1071428571427,4024.035714285714,1431.2857142857142,2232.785714285714,2856.75,2317.0714285714284,1507.7142857142858,1589.7857142857142,2839.8928571428573
d_133,3420,2534,4662,1572,2263,3189,2371,1606,1725,3077,2011-06-10,2883.5,2221.3214285714284,4050.035714285714,1429.5714285714287,2221.4285714285716,2861.035714285714,2309.5714285714284,1500.25,1595.8214285714287,2840.214285714286
d_134,3588,2824,4438,1684,2829,3603,3196,1999,2090,3689,2011-06-11,2877.5714285714284,2212.464285714286,4062.3214285714284,1433.4285714285713,2229.964285714286,2862.1428571428573,2334.3928571428573,1502.857142857143,1601.7857142857142,2838.8214285714284
d_135,3569,2988,5380,1679,2999,4267,3304,1623,1724,3561,2011-06-12,2868.535714285714,2210.3571428571427,4079.5714285714284,1429.7142857142858,2225.0714285714284,2870.3214285714284,2343.0,1495.1785714285713,1605.2142857142858,2820.714285714286
d_136,3149,2185,4419,1531,2597,3434,2700,1288,1479,2970,2011-06-13,2888.785714285714,2221.535714285714,4101.464285714285,1438.607142857143,2237.535714285714,2894.9285714285716,2362.714285714286,1491.75,1609.4285714285713,2827.3214285714284
d_137,2894,2102,4034,1370,2174,2675,2471,1548,1780,3107,2011-06-14,2915.5714285714284,2232.535714285714,4127.785714285715,1442.642857142857,2245.3214285714284,2906.0,2384.6071428571427,1499.642857142857,1625.4642857142858,2856.714285714286
d_138,2679,2086,4133,1482,2347,3134,2661,1441,1918,3377,2011-06-15,2933.6071428571427,2245.6785714285716,4162.071428571428,1452.9642857142858,2268.214285714286,2934.3214285714284,2417.5,1500.9642857142858,1649.0357142857142,2903.6428571428573
d_139,2535,2288,3831,1282,2002,2609,2330,1517,1608,2704,2011-06-16,2946.714285714286,2260.3928571428573,4185.607142857143,1456.107142857143,2279.3214285714284,2946.3214285714284,2439.4285714285716,1512.0714285714287,1663.5714285714287,2922.1071428571427
d_140,2971,2362,3935,1393,2279,2998,2599,1549,1557,3069,2011-06-17,2957.6785714285716,2265.714285714286,4199.321428571428,1456.5357142857142,2287.3571428571427,2969.785714285714,2462.8928571428573,1511.9285714285713,1669.5714285714287,2940.25
d_141,3896,2759,4537,1553,2581,3494,3005,2087,1793,3120,2011-06-18,2973.1428571428573,2266.3214285714284,4209.678571428572,1456.4642857142858,2290.0,2981.6785714285716,2476.6428571428573,1512.5357142857142,1674.4642857142858,2941.285714285714
d_142,3109,2568,4656,1489,2549,3178,2794,1633,1318,2812,2011-06-19,2955.714285714286,2265.1785714285716,4216.142857142857,1451.4642857142858,2292.75,2971.8214285714284,2483.8571428571427,1518.25,1680.6785714285713,2941.3571428571427
d_143,2848,2307,4538,1480,2395,2992,2297,1406,1595,2403,2011-06-20,2969.535714285714,2280.535714285714,4248.321428571428,1455.357142857143,2310.8214285714284,2983.714285714286,2494.5714285714284,1523.3214285714287,1690.6785714285713,2938.464285714286
d_144,2936,2064,4255,794,2059,2392,2185,1262,1519,2344,2011-06-21,2997.25,2293.8571428571427,4280.142857142857,1436.357142857143,2326.035714285714,2990.4285714285716,2502.035714285714,1523.1785714285713,1699.5714285714287,2939.5714285714284
d_145,2557,2018,4173,1377,1560,2233,2066,1547,1497,2373,2011-06-22,3008.1785714285716,2302.1428571428573,4306.714285714285,1436.642857142857,2317.1428571428573,2988.035714285714,2509.785714285714,1535.2857142857142,1709.0,2959.1785714285716
d_146,2624,2248,4011,1559,2141,2665,2201,1490,1465,2376,2011-06-23,3019.8928571428573,2308.1071428571427,4324.928571428572,1445.9642857142858,2330.4285714285716,2996.6428571428573,2513.75,1540.25,1709.6785714285713,2964.6071428571427
d_147,3071,2436,4247,1453,2157,2781,2389,1658,1686,2760,2011-06-24,3035.214285714286,2306.6785714285716,4344.214285714285,1447.642857142857,2342.8571428571427,3006.3928571428573,2526.714285714286,1544.1785714285713,1714.3214285714287,2963.0714285714284
d_148,3354,2853,4386,1444,2490,3232,2578,1824,1599,2722,2011-06-25,3040.214285714286,2320.75,4360.857142857143,1450.4285714285713,2351.6071428571427,3001.0,2523.8571428571427,1543.7857142857142,1714.7142857142858,2958.1785714285716
d_149,3672,2916,4876,1568,2727,3342,3119,1477,1276,2695,2011-06-26,3057.0,2334.214285714286,4393.892857142857,1455.607142857143,2367.3571428571427,3025.0,2553.285714285714,1548.857142857143,1720.0714285714287,2960.785714285714
d_150,2912,2106,3891,1549,2151,2672,2334,1440,1310,2277,2011-06-27,3058.0,2326.0,4386.321428571428,1459.3214285714287,2370.1785714285716,3022.464285714286,2553.1785714285716,1558.9285714285713,1722.4642857142858,2962.9285714285716
d_151,2200,1683,3347,1253,1804,2512,2204,1491,1253,2053,2011-06-28,3059.5714285714284,2325.6428571428573,4378.392857142857,1456.75,2371.4285714285716,3034.5,2563.285714285714,1566.7142857142858,1715.6785714285713,2956.5714285714284
d_152,2166,2044,3560,1186,1728,2497,1937,1384,1293,2135,2011-06-29,3046.6071428571427,2337.214285714286,4355.178571428572,1456.142857142857,2342.8571428571427,3019.8928571428573,2548.6785714285716,1566.0,1700.142857142857,2940.285714285714
d_153,2542,2218,3712,1350,1817,2451,2085,1524,1405,2347,2011-06-30,3042.6785714285716,2344.214285714286,4348.607142857143,1457.25,2335.035714285714,3016.714285714286,2548.6428571428573,1572.25,1691.892857142857,2911.785714285714
d_154,3681,2816,5341,1617,3055,3517,3020,2120,2304,3562,2011-07-01,3059.8571428571427,2363.5,4372.178571428572,1456.75,2349.8214285714284,3040.035714285714,2562.75,1585.5357142857142,1703.642857142857,2926.8571428571427
d_155,4276,3308,5633,1771,2740,3593,3226,2184,2092,4178,2011-07-02,3071.785714285714,2383.8928571428573,4380.857142857143,1460.6785714285713,2352.6428571428573,3048.535714285714,2580.214285714286,1589.3214285714287,1701.642857142857,2947.464285714286
d_156,3885,2803,5170,1644,2720,3289,3185,1434,1581,3462,2011-07-03,3072.285714285714,2378.25,4371.214285714285,1457.7857142857142,2345.6428571428573,3027.75,2589.5,1580.8214285714287,1680.392857142857,2926.5714285714284
d_157,2672,2337,4129,1445,2282,2998,2703,968,1154,2345,2011-07-04,3058.5714285714284,2392.4285714285716,4357.892857142857,1449.642857142857,2341.3214285714284,3014.464285714286,2583.1071428571427,1562.6785714285713,1645.5714285714287,2894.1071428571427
d_158,3177,2407,4780,1552,2423,3247,2761,1495,1611,3143,2011-07-05,3073.3571428571427,2407.9285714285716,4375.321428571428,1452.892857142857,2338.25,3025.3928571428573,2592.25,1563.5,1627.75,2896.964285714286
d_159,3542,2348,4939,1536,2478,2783,2247,1541,1840,3348,2011-07-06,3096.8571428571427,2419.3928571428573,4393.607142857143,1462.4642857142858,2349.75,3023.6071428571427,2586.0714285714284,1570.107142857143,1625.357142857143,2903.1428571428573
d_160,3362,2293,4894,1521,2694,3065,2858,1503,1745,2792,2011-07-07,3117.3928571428573,2425.035714285714,4425.25,1469.0714285714287,2358.6071428571427,3030.0714285714284,2600.9285714285716,1572.8214285714287,1614.892857142857,2885.75
d_161,3252,2855,4696,1702,2420,2997,2511,1922,1916,3408,2011-07-08,3111.3928571428573,2436.5,4426.464285714285,1473.7142857142858,2364.214285714286,3023.214285714286,2605.9285714285716,1584.107142857143,1621.7142857142858,2897.5714285714284
d_162,3923,3125,5419,1579,2921,3927,3176,2199,2224,3993,2011-07-09,3123.3571428571427,2447.25,4461.5,1469.9642857142858,2367.5,3034.785714285714,2605.214285714286,1591.25,1626.5,2908.4285714285716
d_163,4286,3091,5413,1730,2797,3682,3416,1737,1848,3539,2011-07-10,3148.964285714286,2450.9285714285716,4462.678571428572,1471.7857142857142,2360.285714285714,3013.8928571428573,2609.214285714286,1595.3214285714287,1630.9285714285713,2907.6428571428573
d_164,2785,2165,4581,1395,2629,3237,3002,1325,1726,3747,2011-07-11,3135.964285714286,2450.214285714286,4468.464285714285,1466.9285714285713,2361.4285714285716,3006.8571428571427,2620.0,1596.642857142857,1639.75,2935.3928571428573
d_165,2380,1982,4002,1333,2452,2940,2576,1469,1977,3521,2011-07-12,3117.6071428571427,2445.9285714285716,4467.321428571428,1465.607142857143,2371.3571428571427,3016.3214285714284,2623.75,1593.8214285714287,1646.7857142857142,2950.1785714285716
d_166,2501,2036,3718,1298,2539,3027,2521,1417,1705,2683,2011-07-13,3111.25,2444.1428571428573,4452.5,1459.0357142857142,2378.214285714286,3012.5,2618.75,1592.9642857142858,1639.1785714285713,2925.3928571428573
d_167,2467,2132,3845,1356,2059,2798,2368,1330,1836,3256,2011-07-14,3108.8214285714284,2438.5714285714284,4453.0,1461.6785714285713,2380.25,3019.25,2620.1071428571427,1586.2857142857142,1647.3214285714287,2945.1071428571427
d_168,2922,2471,4043,1495,2683,3347,2779,1646,2116,3847,2011-07-15,3107.0714285714284,2442.464285714286,4456.857142857143,1465.3214285714287,2394.6785714285716,3031.714285714286,2626.535714285714,1589.75,1667.2857142857142,2972.8928571428573
d_169,3688,3204,4931,1615,2747,3638,3156,2029,2087,3774,2011-07-16,3099.6428571428573,2458.3571428571427,4470.928571428572,1467.5357142857142,2400.6071428571427,3036.8571428571427,2631.9285714285716,1587.6785714285713,1677.7857142857142,2996.25
d_170,3587,3005,5104,1788,2902,3602,3254,1719,1808,3565,2011-07-17,3116.714285714286,2473.964285714286,4486.928571428572,1478.2142857142858,2413.214285714286,3052.0,2648.3571428571427,1590.75,1695.2857142857142,3023.1428571428573
d_171,2936,2336,4060,1502,2313,2773,2708,1358,1627,3026,2011-07-18,3119.8571428571427,2475.0,4469.857142857143,1479.0,2410.285714285714,3044.1785714285716,2663.035714285714,1589.0357142857142,1696.4285714285713,3045.3928571428573
d_172,2373,1976,3715,1342,2117,2491,1969,1381,1726,2841,2011-07-19,3099.75,2471.8571428571427,4450.571428571428,1498.5714285714287,2412.3571428571427,3047.714285714286,2655.3214285714284,1593.2857142857142,1703.8214285714287,3063.1428571428573
d_173,2511,2087,3850,1482,1937,2878,2135,1385,1643,2579,2011-07-20,3098.1071428571427,2474.3214285714284,4439.035714285715,1502.3214285714287,2425.8214285714284,3070.75,2657.785714285714,1587.5,1709.0357142857142,3070.5
d_174,2585,2360,3879,1385,1951,2612,2322,1502,1571,2611,2011-07-21,3096.714285714286,2478.3214285714284,4434.321428571428,1496.107142857143,2419.035714285714,3068.8571428571427,2662.1071428571427,1587.9285714285713,1712.8214285714287,3078.8928571428573
d_175,3069,2561,4516,1475,2278,3047,2464,1737,1784,3425,2011-07-22,3096.6428571428573,2482.785714285714,4443.928571428572,1496.892857142857,2423.3571428571427,3078.3571428571427,2664.785714285714,1590.75,1716.3214285714287,3102.6428571428573
d_176,3851,3244,5212,1520,2573,3706,2854,1994,1956,3374,2011-07-23,3114.3928571428573,2496.75,4473.428571428572,1499.607142857143,2426.3214285714284,3095.285714285714,2674.6428571428573,1596.8214285714287,1729.0714285714287,3125.9285714285716
d_177,3773,3111,5023,1560,2641,3557,3112,1462,1516,3044,2011-07-24,3118.0,2503.714285714286,4478.678571428572,1499.3214285714287,2423.25,3102.964285714286,2674.3928571428573,1596.2857142857142,1737.642857142857,3138.3928571428573
d_178,2762,2119,3804,1398,2100,2888,2548,1408,1442,2426,2011-07-25,3112.6428571428573,2504.1785714285716,4475.571428571428,1493.9285714285713,2421.4285714285716,3110.6785714285716,2682.035714285714,1595.142857142857,1742.357142857143,3143.714285714286
d_179,2322,1988,3671,1396,1983,2490,2109,1272,1649,2315,2011-07-26,3117.0,2515.0714285714284,4487.142857142857,1499.0357142857142,2427.8214285714284,3109.8928571428573,2678.6428571428573,1587.3214285714287,1756.5,3153.0714285714284
d_180,2337,2209,3548,1285,1843,2428,2176,1285,1372,2021,2011-07-27,3123.1071428571427,2520.964285714286,4486.714285714285,1502.5714285714287,2431.9285714285716,3107.4285714285716,2687.1785714285716,1583.7857142857142,1759.3214285714287,3149.0
d_181,2518,2088,3636,1306,1902,2511,2184,1402,1424,2272,2011-07-28,3122.25,2516.3214285714284,4484.0,1501.0,2434.964285714286,3109.5714285714284,2690.714285714286,1579.4285714285713,1760.0,3146.3214285714284
d_182,2915,2639,3956,1575,2112,2936,2246,1556,1641,2966,2011-07-29,3094.8928571428573,2510.0,4434.535714285715,1499.5,2401.285714285714,3088.8214285714284,2663.0714285714284,1559.2857142857142,1736.3214285714287,3125.035714285714
d_183,2930,3218,4923,1726,2336,3609,2923,2052,1889,3347,2011-07-30,3046.8214285714284,2506.785714285714,4409.178571428572,1497.892857142857,2386.8571428571427,3089.3928571428573,2652.25,1554.5714285714287,1729.0714285714287,3095.3571428571427
d_184,3493,2742,4946,1660,2625,3463,3291,1615,1616,3226,2011-07-31,3032.8214285714284,2504.6071428571427,4401.178571428572,1498.4642857142858,2383.464285714286,3095.6071428571427,2656.035714285714,1561.0357142857142,1730.3214285714287,3086.9285714285716
d_185,2860,2385,4609,1527,2635,3439,3065,1367,1709,3011,2011-08-01,3039.535714285714,2506.3214285714284,4418.321428571428,1501.392857142857,2396.0714285714284,3111.3571428571427,2668.964285714286,1575.2857142857142,1750.142857142857,3110.714285714286
d_186,3018,2117,4684,1417,2210,2641,2516,1429,1791,3652,2011-08-02,3033.8571428571427,2495.964285714286,4414.892857142857,1496.5714285714287,2388.464285714286,3089.714285714286,2660.214285714286,1572.9285714285713,1756.5714285714287,3128.8928571428573
d_187,2919,2245,4721,1395,2650,3132,2753,1426,1936,4060,2011-08-03,3011.6071428571427,2492.285714285714,4407.107142857143,1491.5357142857142,2394.6071428571427,3102.1785714285716,2678.285714285714,1568.8214285714287,1760.0,3154.3214285714284
d_188,3003,1948,4252,1296,2209,2832,2577,1292,1589,2715,2011-08-04,2998.785714285714,2479.964285714286,4384.178571428572,1483.5,2377.285714285714,3093.8571428571427,2668.25,1561.2857142857142,1754.4285714285713,3151.5714285714284
d_189,3450,2400,4320,1324,2570,3093,2717,1398,1914,3408,2011-08-05,3005.8571428571427,2463.714285714286,4370.75,1470.0,2382.6428571428573,3097.285714285714,2675.6071428571427,1542.5714285714287,1754.357142857143,3151.5714285714284
d_190,3818,2992,4990,1571,3315,4020,3170,1802,1894,4387,2011-08-06,3002.1071428571427,2458.964285714286,4355.428571428572,1469.7142857142858,2396.714285714286,3100.6071428571427,2675.3928571428573,1528.392857142857,1742.5714285714287,3165.6428571428573
d_191,3930,2853,5728,1600,3244,4181,3721,1659,1471,3619,2011-08-07,2989.3928571428573,2450.464285714286,4366.678571428572,1465.0714285714287,2412.6785714285716,3118.4285714285716,2686.285714285714,1525.607142857143,1729.107142857143,3168.5
d_192,3246,2092,5012,1463,2368,3262,2672,1252,1580,3407,2011-08-08,3005.8571428571427,2447.8571428571427,4382.071428571428,1467.5,2403.3571428571427,3119.3214285714284,2674.5,1523.0,1723.892857142857,3156.3571428571427
d_193,2862,2166,5011,1402,2520,3188,2470,1407,1743,3444,2011-08-09,3023.0714285714284,2454.4285714285716,4418.107142857143,1469.9642857142858,2405.785714285714,3128.1785714285716,2670.714285714286,1520.7857142857142,1715.5357142857142,3153.6071428571427
d_194,2699,2208,5365,1284,2119,2931,2216,1526,1518,2712,2011-08-10,3030.1428571428573,2460.5714285714284,4476.928571428572,1469.4642857142858,2390.785714285714,3124.75,2659.8214285714284,1524.6785714285713,1708.857142857143,3154.6428571428573
d_195,2728,2193,4019,1430,2375,3070,2505,1408,1753,3227,2011-08-11,3039.464285714286,2462.75,4483.142857142857,1472.107142857143,2402.0714285714284,3134.464285714286,2664.714285714286,1527.4642857142858,1705.892857142857,3153.6071428571427
d_196,3292,2538,4507,1581,2810,3711,2817,1489,1749,4050,2011-08-12,3052.6785714285716,2465.1428571428573,4499.714285714285,1475.1785714285713,2406.6071428571427,3147.464285714286,2666.0714285714284,1521.857142857143,1692.7857142857142,3160.8571428571427
d_197,4077,3183,5190,1777,3636,4225,3593,2026,1690,3606,2011-08-13,3066.5714285714284,2464.3928571428573,4508.964285714285,1480.9642857142858,2438.3571428571427,3168.4285714285716,2681.6785714285716,1521.75,1678.607142857143,3154.8571428571427
d_198,4202,3151,6062,1841,3223,4221,3858,1592,1808,3951,2011-08-14,3088.535714285714,2469.6071428571427,4543.178571428572,1482.857142857143,2449.8214285714284,3190.535714285714,2703.25,1517.2142857142858,1678.607142857143,3168.6428571428573
d_199,2879,2244,5048,1552,2762,3844,3219,1405,1734,3824,2011-08-15,3086.5,2466.3214285714284,4578.464285714285,1484.642857142857,2465.8571428571427,3228.785714285714,2721.5,1518.892857142857,1682.4285714285713,3197.1428571428573
d_200,2718,2195,4799,1325,2411,3213,2528,1388,1515,3174,2011-08-16,3098.8214285714284,2474.1428571428573,4617.178571428572,1484.0357142857142,2476.3571428571427,3254.5714285714284,2741.464285714286,1519.142857142857,1674.892857142857,3209.035714285714
d_201,2577,2071,4061,1454,2430,2964,2433,1492,1449,2750,2011-08-17,3101.1785714285716,2473.5714285714284,4624.714285714285,1483.0357142857142,2493.964285714286,3257.6428571428573,2752.1071428571427,1522.9642857142858,1667.9642857142858,3215.1428571428573
d_202,2574,2147,4081,1480,2308,2926,2536,1289,1446,2589,2011-08-18,3100.785714285714,2465.964285714286,4631.928571428572,1486.4285714285713,2506.714285714286,3268.8571428571427,2759.75,1515.357142857143,1663.5,3214.3571428571427
d_203,3080,2366,4498,1507,2592,3402,2835,1679,1612,3433,2011-08-19,3101.1785714285716,2459.0,4631.285714285715,1487.5714285714287,2517.9285714285716,3281.535714285714,2773.0,1513.2857142857142,1657.357142857143,3214.6428571428573
d_204,3702,3142,5444,1737,3366,4309,3495,1863,1747,3453,2011-08-20,3095.8571428571427,2455.3571428571427,4639.571428571428,1495.3214285714287,2546.25,3303.0714285714284,2795.8928571428573,1508.607142857143,1649.892857142857,3217.464285714286
d_205,4462,3323,5680,1950,3882,4454,4004,1492,1537,3189,2011-08-21,3120.464285714286,2462.9285714285716,4663.035714285715,1509.25,2590.5714285714284,3335.1071428571427,2827.75,1509.6785714285713,1650.642857142857,3222.6428571428573
d_206,2722,2100,4769,1575,2551,3217,2816,1174,1549,2851,2011-08-22,3119.035714285714,2462.25,4697.5,1515.5714285714287,2606.6785714285716,3346.8571428571427,2837.3214285714284,1501.3214285714287,1654.4642857142858,3237.8214285714284
d_207,2217,2197,4244,1368,2125,2844,2514,1326,1433,2349,2011-08-23,3115.285714285714,2469.714285714286,4717.964285714285,1514.5714285714287,2611.75,3359.5,2851.785714285714,1503.25,1646.75,3239.035714285714
d_208,2440,2006,4066,1409,2029,2384,2117,1398,1579,2507,2011-08-24,3118.964285714286,2462.464285714286,4736.464285714285,1519.0,2618.3928571428573,3357.9285714285716,2849.6785714285716,1507.2857142857142,1654.142857142857,3256.3928571428573
