d,total_sales,date,weekday,wday,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,rolling_28_sales
d_1312,43256,2014-09-01,Monday,3,9,2014,LaborDay,National,1,1,0,37637.392857142855
d_1313,34299,2014-09-02,Tuesday,4,9,2014,,,1,0,1,37568.142857142855
d_1314,37397,2014-09-03,Wednesday,5,9,2014,,,1,1,1,37669.92857142857
d_1315,31483,2014-09-04,Thursday,6,9,2014,,,1,0,0,37559.42857142857
d_1316,35966,2014-09-05,Friday,7,9,2014,,,1,1,1,37451.78571428572
d_1317,46017,2014-09-06,Saturday,1,9,2014,,,1,1,1,37478.892857142855
d_1318,45953,2014-09-07,Sunday,2,9,2014,,,1,1,0,37575.46428571428
d_1319,35580,2014-09-08,Monday,3,9,2014,,,1,0,1,37556.107142857145
d_1320,34167,2014-09-09,Tuesday,4,9,2014,,,1,1,1,37466.642857142855
d_1321,31792,2014-09-10,Wednesday,5,9,2014,,,1,0,0,37372.82142857143
d_1322,34480,2014-09-11,Thursday,6,9,2014,,,0,1,1,37370.82142857143
d_1323,38359,2014-09-12,Friday,7,9,2014,,,0,1,1,37374.42857142857
d_1324,47579,2014-09-13,Saturday,1,9,2014,,,0,1,0,37482.42857142857
d_1325,45747,2014-09-14,Sunday,2,9,2014,,,0,0,1,37449.357142857145
d_1326,36559,2014-09-15,Monday,3,9,2014,,,0,1,1,37491.5
d_1327,31037,2014-09-16,Tuesday,4,9,2014,,,0,0,0,37458.57142857143
d_1328,29831,2014-09-17,Wednesday,5,9,2014,,,0,0,0,37386.57142857143
d_1329,28861,2014-09-18,Thursday,6,9,2014,,,0,0,0,37260.21428571428
d_1330,34832,2014-09-19,Friday,7,9,2014,,,0,0,0,37178.642857142855
d_1331,43032,2014-09-20,Saturday,1,9,2014,,,0,0,0,37120.03571428572
d_1332,44402,2014-09-21,Sunday,2,9,2014,,,0,0,0,37011.42857142857
d_1333,31510,2014-09-22,Monday,3,9,2014,,,0,0,0,36898.67857142857
d_1334,29410,2014-09-23,Tuesday,4,9,2014,,,0,0,0,36827.53571428572
d_1335,29001,2014-09-24,Wednesday,5,9,2014,,,0,0,0,36809.5
d_1336,29511,2014-09-25,Thursday,6,9,2014,,,0,0,0,36792.892857142855
d_1337,33127,2014-09-26,Friday,7,9,2014,,,0,0,0,36629.82142857143
d_1338,40839,2014-09-27,Saturday,1,9,2014,,,0,0,0,36544.17857142857
d_1339,42924,2014-09-28,Sunday,2,9,2014,,,0,0,0,36676.82142857143
d_1340,31473,2014-09-29,Monday,3,9,2014,,,0,0,0,36256.0
d_1341,29990,2014-09-30,Tuesday,4,9,2014,,,0,0,0,36102.107142857145
d_1342,34602,2014-10-01,Wednesday,5,10,2014,,,1,1,0,36002.28571428572
d_1343,34249,2014-10-02,Thursday,6,10,2014,,,1,0,1,36101.07142857143
d_1344,41836,2014-10-03,Friday,7,10,2014,,,1,1,1,36310.71428571428
d_1345,47199,2014-10-04,Saturday,1,10,2014,EidAlAdha,Religious,1,0,0,36352.92857142857
d_1346,48361,2014-10-05,Sunday,2,10,2014,,,1,1,1,36438.92857142857
d_1347,37719,2014-10-06,Monday,3,10,2014,,,1,1,1,36515.32142857143
d_1348,33151,2014-10-07,Tuesday,4,10,2014,,,1,1,0,36479.03571428572
d_1349,33185,2014-10-08,Wednesday,5,10,2014,,,1,0,1,36528.78571428572
d_1350,33738,2014-10-09,Thursday,6,10,2014,,,1,1,1,36502.28571428572
d_1351,35001,2014-10-10,Friday,7,10,2014,,,1,0,0,36382.357142857145
d_1352,44561,2014-10-11,Saturday,1,10,2014,,,0,1,1,36274.57142857143
d_1353,46735,2014-10-12,Sunday,2,10,2014,,,0,1,1,36309.857142857145
d_1354,33557,2014-10-13,Monday,3,10,2014,ColumbusDay,National,0,1,0,36202.642857142855
d_1355,32451,2014-10-14,Tuesday,4,10,2014,,,0,0,1,36253.142857142855
d_1356,34193,2014-10-15,Wednesday,5,10,2014,,,0,1,1,36408.92857142857
d_1357,29936,2014-10-16,Thursday,6,10,2014,,,0,0,0,36447.32142857143
d_1358,33430,2014-10-17,Friday,7,10,2014,,,0,0,0,36397.25
d_1359,43755,2014-10-18,Saturday,1,10,2014,,,0,0,0,36423.07142857143
d_1360,43456,2014-10-19,Sunday,2,10,2014,,,0,0,0,36389.28571428572
d_1361,32233,2014-10-20,Monday,3,10,2014,,,0,0,0,36415.107142857145
d_1362,29367,2014-10-21,Tuesday,4,10,2014,,,0,0,0,36413.57142857143
d_1363,27926,2014-10-22,Wednesday,5,10,2014,,,0,0,0,36375.17857142857
d_1364,28506,2014-10-23,Thursday,6,10,2014,,,0,0,0,36339.28571428572
d_1365,32790,2014-10-24,Friday,7,10,2014,,,0,0,0,36327.25
d_1366,40753,2014-10-25,Saturday,1,10,2014,,,0,0,0,36324.17857142857
d_1367,40197,2014-10-26,Sunday,2,10,2014,,,0,0,0,36226.78571428572
d_1368,31203,2014-10-27,Monday,3,10,2014,,,0,0,0,36217.142857142855
d_1369,28340,2014-10-28,Tuesday,4,10,2014,,,0,0,0,36158.21428571428
d_1370,27563,2014-10-29,Wednesday,5,10,2014,,,0,0,0,35906.82142857143
d_1371,30235,2014-10-30,Thursday,6,10,2014,,,0,0,0,35763.46428571428
d_1372,32850,2014-10-31,Friday,7,10,2014,Halloween,Cultural,0,0,0,35442.53571428572
d_1373,44249,2014-11-01,Saturday,1,11,2014,,,1,1,0,35337.17857142857
d_1374,46072,2014-11-02,Sunday,2,11,2014,,,1,0,1,35255.42857142857
d_1375,38564,2014-11-03,Monday,3,11,2014,,,1,1,1,35285.607142857145
d_1376,31952,2014-11-04,Tuesday,4,11,2014,,,1,0,0,35242.78571428572
d_1377,30832,2014-11-05,Wednesday,5,11,2014,,,1,1,1,35158.75
d_1378,33223,2014-11-06,Thursday,6,11,2014,,,1,1,1,35140.357142857145
d_1379,34763,2014-11-07,Friday,7,11,2014,,,1,1,0,35131.857142857145
d_1380,44270,2014-11-08,Saturday,1,11,2014,,,1,0,1,35121.46428571428
d_1381,47415,2014-11-09,Sunday,2,11,2014,,,1,1,1,35145.75
d_1382,34449,2014-11-10,Monday,3,11,2014,,,1,0,0,35177.607142857145
d_1383,32588,2014-11-11,Tuesday,4,11,2014,VeteransDay,National,0,1,1,35182.5
d_1384,30490,2014-11-12,Wednesday,5,11,2014,,,0,1,1,35050.25
d_1385,28711,2014-11-13,Thursday,6,11,2014,,,0,1,0,35006.5
d_1386,34739,2014-11-14,Friday,7,11,2014,,,0,0,1,35053.25
d_1387,44383,2014-11-15,Saturday,1,11,2014,,,0,1,1,35075.67857142857
d_1388,43516,2014-11-16,Sunday,2,11,2014,,,0,0,0,35077.82142857143
d_1389,31811,2014-11-17,Monday,3,11,2014,,,0,0,0,35062.75
d_1390,28014,2014-11-18,Tuesday,4,11,2014,,,0,0,0,35014.42857142857
d_1391,28047,2014-11-19,Wednesday,5,11,2014,,,0,0,0,35018.75
d_1392,28247,2014-11-20,Thursday,6,11,2014,,,0,0,0,35009.5
d_1393,32863,2014-11-21,Friday,7,11,2014,,,0,0,0,35012.107142857145
d_1394,42402,2014-11-22,Saturday,1,11,2014,,,0,0,0,35071.0
d_1395,40630,2014-11-23,Sunday,2,11,2014,,,0,0,0,35086.46428571428
d_1396,31598,2014-11-24,Monday,3,11,2014,,,0,0,0,35100.57142857143
d_1397,31888,2014-11-25,Tuesday,4,11,2014,,,0,0,0,35227.28571428572
d_1398,36903,2014-11-26,Wednesday,5,11,2014,,,0,0,0,35560.857142857145
d_1399,21844,2014-11-27,Thursday,6,11,2014,Thanksgiving,National,0,0,0,35261.17857142857
d_1400,26354,2014-11-28,Friday,7,11,2014,,,0,0,0,35029.17857142857
d_1401,34456,2014-11-29,Saturday,1,11,2014,,,0,0,0,34679.42857142857
d_1402,35805,2014-11-30,Sunday,2,11,2014,,,0,0,0,34312.75
d_1403,34305,2014-12-01,Monday,3,12,2014,,,1,1,0,34160.642857142855
d_1404,30569,2014-12-02,Tuesday,4,12,2014,,,1,0,1,34111.25
d_1405,32605,2014-12-03,Wednesday,5,12,2014,,,1,1,1,34174.57142857143
d_1406,31516,2014-12-04,Thursday,6,12,2014,,,1,0,0,34113.607142857145
d_1407,36963,2014-12-05,Friday,7,12,2014,,,1,1,1,34192.17857142857
d_1408,43815,2014-12-06,Saturday,1,12,2014,,,1,1,1,34175.92857142857
d_1409,42527,2014-12-07,Sunday,2,12,2014,,,1,1,0,34001.357142857145
d_1410,33114,2014-12-08,Monday,3,12,2014,,,1,0,1,33953.67857142857
d_1411,32667,2014-12-09,Tuesday,4,12,2014,,,1,1,1,33956.5
d_1412,31898,2014-12-10,Wednesday,5,12,2014,,,1,0,0,34006.78571428572
d_1413,26115,2014-12-11,Thursday,6,12,2014,,,0,1,1,33914.07142857143
d_1414,33502,2014-12-12,Friday,7,12,2014,,,0,1,1,33869.892857142855
d_1415,40036,2014-12-13,Saturday,1,12,2014,,,0,1,0,33714.642857142855
d_1416,42006,2014-12-14,Sunday,2,12,2014,,,0,0,1,33660.71428571428
d_1417,34127,2014-12-15,Monday,3,12,2014,,,0,1,1,33743.42857142857
d_1418,29936,2014-12-16,Tuesday,4,12,2014,,,0,0,0,33812.07142857143
d_1419,30152,2014-12-17,Wednesday,5,12,2014,,,0,0,0,33887.25
d_1420,32367,2014-12-18,Thursday,6,12,2014,,,0,0,0,34034.392857142855
d_1421,29834,2014-12-19,Friday,7,12,2014,,,0,0,0,33926.21428571428
d_1422,38421,2014-12-20,Saturday,1,12,2014,,,0,0,0,33784.03571428572
d_1423,38488,2014-12-21,Sunday,2,12,2014,,,0,0,0,33707.53571428572
d_1424,33736,2014-12-22,Monday,3,12,2014,,,0,0,0,33783.892857142855
d_1425,34862,2014-12-23,Tuesday,4,12,2014,,,0,0,0,33890.107142857145
d_1426,29617,2014-12-24,Wednesday,5,12,2014,Chanukah End,Religious,0,0,0,33629.892857142855
d_1427,20,2014-12-25,Thursday,6,12,2014,Christmas,National,0,0,0,32850.46428571428
d_1428,32909,2014-12-26,Friday,7,12,2014,,,0,0,0,33084.57142857143
d_1429,32594,2014-12-27,Saturday,1,12,2014,,,0,0,0,33018.07142857143
d_1430,31894,2014-12-28,Sunday,2,12,2014,,,0,0,0,32878.392857142855
d_1431,29990,2014-12-29,Monday,3,12,2014,,,0,0,0,32724.285714285714
d_1432,29417,2014-12-30,Tuesday,4,12,2014,,,0,0,0,32683.14285714286
d_1433,33450,2014-12-31,Wednesday,5,12,2014,,,0,0,0,32713.321428571428
d_1434,26452,2015-01-01,Thursday,6,1,2015,NewYear,National,1,1,0,32532.464285714286
d_1435,39633,2015-01-02,Friday,7,1,2015,,,1,0,1,32627.821428571428
d_1436,41085,2015-01-03,Saturday,1,1,2015,,,1,1,1,32530.321428571428
d_1437,39647,2015-01-04,Sunday,2,1,2015,,,1,0,0,32427.464285714286
d_1438,34691,2015-01-05,Monday,3,1,2015,,,1,1,1,32483.785714285714
d_1439,32682,2015-01-06,Tuesday,4,1,2015,,,1,1,1,32484.321428571428
d_1440,29165,2015-01-07,Wednesday,5,1,2015,OrthodoxChristmas,Religious,1,1,0,32386.714285714286
d_1441,29029,2015-01-08,Thursday,6,1,2015,,,1,0,1,32490.785714285714
d_1442,34385,2015-01-09,Friday,7,1,2015,,,1,1,1,32522.321428571428
d_1443,43946,2015-01-10,Saturday,1,1,2015,,,1,0,0,32661.964285714286
d_1444,45066,2015-01-11,Sunday,2,1,2015,,,0,1,1,32771.25
d_1445,35574,2015-01-12,Monday,3,1,2015,,,0,1,1,32822.92857142857
d_1446,30324,2015-01-13,Tuesday,4,1,2015,,,0,1,0,32836.78571428572
d_1447,31059,2015-01-14,Wednesday,5,1,2015,,,0,0,1,32869.17857142857
d_1448,33063,2015-01-15,Thursday,6,1,2015,,,0,1,1,32894.03571428572
d_1449,34889,2015-01-16,Friday,7,1,2015,,,0,0,0,33074.57142857143
d_1450,45169,2015-01-17,Saturday,1,1,2015,,,0,0,0,33315.57142857143
d_1451,40724,2015-01-18,Sunday,2,1,2015,,,0,0,0,33395.42857142857
d_1452,34412,2015-01-19,Monday,3,1,2015,MartinLutherKingDay,National,0,0,0,33419.57142857143
d_1453,28363,2015-01-20,Tuesday,4,1,2015,,,0,0,0,33187.46428571428
d_1454,28109,2015-01-21,Wednesday,5,1,2015,,,0,0,0,33133.607142857145
d_1455,25795,2015-01-22,Thursday,6,1,2015,,,0,0,0,34054.142857142855
d_1456,32221,2015-01-23,Friday,7,1,2015,,,0,0,0,34029.57142857143
d_1457,42181,2015-01-24,Saturday,1,1,2015,,,0,0,0,34371.96428571428
d_1458,42623,2015-01-25,Sunday,2,1,2015,,,0,0,0,34755.142857142855
d_1459,30358,2015-01-26,Monday,3,1,2015,,,0,0,0,34768.28571428572
d_1460,27873,2015-01-27,Tuesday,4,1,2015,,,0,0,0,34713.142857142855
d_1461,28104,2015-01-28,Wednesday,5,1,2015,,,0,0,0,34522.21428571428
d_1462,28225,2015-01-29,Thursday,6,1,2015,,,0,0,0,34585.53571428572
d_1463,37440,2015-01-30,Friday,7,1,2015,,,0,0,0,34507.21428571428
d_1464,50828,2015-01-31,Saturday,1,1,2015,,,0,0,0,34855.17857142857
d_1465,40385,2015-02-01,Sunday,2,2,2015,SuperBowl,Sporting,1,1,0,34881.53571428572
d_1466,35006,2015-02-02,Monday,3,2,2015,,,1,0,1,34892.78571428572
d_1467,37405,2015-02-03,Tuesday,4,2,2015,,,1,1,1,35061.46428571428
d_1468,33992,2015-02-04,Wednesday,5,2,2015,,,1,0,0,35233.857142857145
d_1469,34647,2015-02-05,Thursday,6,2,2015,,,1,1,1,35434.5
d_1470,36809,2015-02-06,Friday,7,2,2015,,,1,1,1,35521.07142857143
d_1471,50836,2015-02-07,Saturday,1,2,2015,,,1,1,0,35767.142857142855
d_1472,49719,2015-02-08,Sunday,2,2,2015,,,1,0,1,35933.32142857143
d_1473,39170,2015-02-09,Monday,3,2,2015,,,1,1,1,36061.75
d_1474,35464,2015-02-10,Tuesday,4,2,2015,,,1,0,0,36245.32142857143
d_1475,35701,2015-02-11,Wednesday,5,2,2015,,,0,1,1,36411.107142857145
d_1476,38570,2015-02-12,Thursday,6,2,2015,,,0,1,1,36607.78571428572
d_1477,36936,2015-02-13,Friday,7,2,2015,,,0,1,0,36680.892857142855
d_1478,41614,2015-02-14,Saturday,1,2,2015,ValentinesDay,Cultural,0,0,1,36553.92857142857
d_1479,44007,2015-02-15,Sunday,2,2,2015,,,0,1,1,36671.17857142857
d_1480,37147,2015-02-16,Monday,3,2,2015,PresidentsDay,National,0,0,0,36768.857142857145
d_1481,30697,2015-02-17,Tuesday,4,2,2015,,,0,0,0,36852.21428571428
d_1482,28505,2015-02-18,Wednesday,5,2,2015,LentStart,Religious,0,0,0,36866.357142857145
d_1483,28808,2015-02-19,Thursday,6,2,2015,,,0,0,0,36973.96428571428
d_1484,33119,2015-02-20,Friday,7,2,2015,,,0,0,0,37006.03571428572
d_1485,42109,2015-02-21,Saturday,1,2,2015,,,0,0,0,37003.46428571428
d_1486,43759,2015-02-22,Sunday,2,2,2015,,,0,0,0,37044.03571428572
d_1487,31522,2015-02-23,Monday,3,2,2015,,,0,0,0,37085.607142857145
d_1488,29780,2015-02-24,Tuesday,4,2,2015,,,0,0,0,37153.71428571428
d_1489,29227,2015-02-25,Wednesday,5,2,2015,LentWeek2,Religious,0,0,0,37193.82142857143
d_1490,29223,2015-02-26,Thursday,6,2,2015,,,0,0,0,37229.46428571428
d_1491,33566,2015-02-27,Friday,7,2,2015,,,0,0,0,37091.107142857145
d_1492,44154,2015-02-28,Saturday,1,2,2015,,,0,0,0,36852.75
d_1493,45186,2015-03-01,Sunday,2,3,2015,,,1,1,0,37024.21428571428
d_1494,35398,2015-03-02,Monday,3,3,2015,,,1,0,1,37038.21428571428
d_1495,34387,2015-03-03,Tuesday,4,3,2015,,,1,1,1,36930.42857142857
d_1496,31774,2015-03-04,Wednesday,5,3,2015,,,1,0,0,36851.21428571428
d_1497,32819,2015-03-05,Thursday,6,3,2015,Purim End,Religious,1,1,1,36785.92857142857
d_1498,35937,2015-03-06,Friday,7,3,2015,,,1,1,1,36754.78571428572
d_1499,44229,2015-03-07,Saturday,1,3,2015,,,1,1,0,36518.82142857143
d_1500,47379,2015-03-08,Sunday,2,3,2015,,,1,0,1,36435.25
d_1501,36020,2015-03-09,Monday,3,3,2015,,,1,1,1,36322.75
d_1502,33597,2015-03-10,Tuesday,4,3,2015,,,1,0,0,36256.07142857143
d_1503,32891,2015-03-11,Wednesday,5,3,2015,,,0,1,1,36155.71428571428
d_1504,34391,2015-03-12,Thursday,6,3,2015,,,0,1,1,36006.46428571428
d_1505,36623,2015-03-13,Friday,7,3,2015,,,0,1,0,35995.28571428572
d_1506,44471,2015-03-14,Saturday,1,3,2015,,,0,0,1,36097.32142857143
d_1507,48827,2015-03-15,Sunday,2,3,2015,,,0,1,1,36269.46428571428
d_1508,35495,2015-03-16,Monday,3,3,2015,,,0,0,0,36210.46428571428
d_1509,31412,2015-03-17,Tuesday,4,3,2015,StPatricksDay,Cultural,0,0,0,36236.0
d_1510,29947,2015-03-18,Wednesday,5,3,2015,,,0,0,0,36287.5
d_1511,29369,2015-03-19,Thursday,6,3,2015,,,0,0,0,36307.53571428572
d_1512,32999,2015-03-20,Friday,7,3,2015,,,0,0,0,36303.25
d_1513,41982,2015-03-21,Saturday,1,3,2015,,,0,0,0,36298.71428571428
d_1514,44014,2015-03-22,Sunday,2,3,2015,,,0,0,0,36307.82142857143
d_1515,32338,2015-03-23,Monday,3,3,2015,,,0,0,0,36336.96428571428
d_1516,26841,2015-03-24,Tuesday,4,3,2015,,,0,0,0,36232.0
d_1517,31995,2015-03-25,Wednesday,5,3,2015,,,0,0,0,36330.857142857145
d_1518,29902,2015-03-26,Thursday,6,3,2015,,,0,0,0,36355.107142857145
d_1519,32535,2015-03-27,Friday,7,3,2015,,,0,0,0,36318.28571428572
d_1520,41531,2015-03-28,Saturday,1,3,2015,,,0,0,0,36224.607142857145
d_1521,42583,2015-03-29,Sunday,2,3,2015,,,0,0,0,36131.642857142855
d_1522,31899,2015-03-30,Monday,3,3,2015,,,0,0,0,36006.67857142857
d_1523,30956,2015-03-31,Tuesday,4,3,2015,,,0,0,0,35884.142857142855
d_1524,35060,2015-04-01,Wednesday,5,4,2015,,,1,1,0,36001.5
d_1525,33817,2015-04-02,Thursday,6,4,2015,,,1,0,1,36037.142857142855
d_1526,44108,2015-04-03,Friday,7,4,2015,,,1,1,1,36328.96428571428
d_1527,48419,2015-04-04,Saturday,1,4,2015,,,1,0,0,36478.607142857145
d_1528,41636,2015-04-05,Sunday,2,4,2015,Easter,Cultural,1,1,1,36273.5
d_1529,36215,2015-04-06,Monday,3,4,2015,,,1,1,1,36280.46428571428
d_1530,33911,2015-04-07,Tuesday,4,4,2015,,,1,1,0,36291.67857142857
d_1531,34149,2015-04-08,Wednesday,5,4,2015,,,1,0,1,36336.607142857145
d_1532,34437,2015-04-09,Thursday,6,4,2015,,,1,1,1,36338.25
d_1533,36853,2015-04-10,Friday,7,4,2015,,,1,0,0,36346.46428571428
d_1534,45272,2015-04-11,Saturday,1,4,2015,Pesach End,Religious,0,1,1,36375.07142857143
d_1535,47180,2015-04-12,Sunday,2,4,2015,OrthodoxEaster,Religious,0,1,1,36316.25
d_1536,34494,2015-04-13,Monday,3,4,2015,,,0,1,0,36280.5
d_1537,33597,2015-04-14,Tuesday,4,4,2015,,,0,0,1,36358.53571428572
d_1538,34690,2015-04-15,Wednesday,5,4,2015,,,0,1,1,36527.92857142857
d_1539,31431,2015-04-16,Thursday,6,4,2015,,,0,0,0,36601.57142857143
d_1540,33059,2015-04-17,Friday,7,4,2015,,,0,0,0,36603.71428571428
d_1541,42516,2015-04-18,Saturday,1,4,2015,,,0,0,0,36622.78571428572
d_1542,44359,2015-04-19,Sunday,2,4,2015,,,0,0,0,36635.107142857145
d_1543,33118,2015-04-20,Monday,3,4,2015,,,0,0,0,36662.96428571428
d_1544,30227,2015-04-21,Tuesday,4,4,2015,,,0,0,0,36783.892857142855
d_1545,30382,2015-04-22,Wednesday,5,4,2015,,,0,0,0,36726.28571428572
d_1546,30658,2015-04-23,Thursday,6,4,2015,,,0,0,0,36753.28571428572
d_1547,34423,2015-04-24,Friday,7,4,2015,,,0,0,0,36820.71428571428
d_1548,43598,2015-04-25,Saturday,1,4,2015,,,0,0,0,36894.53571428572
d_1549,43406,2015-04-26,Sunday,2,4,2015,,,0,0,0,36923.92857142857
d_1550,33444,2015-04-27,Monday,3,4,2015,,,0,0,0,36979.107142857145
d_1551,29750,2015-04-28,Tuesday,4,4,2015,,,0,0,0,36936.03571428572
d_1552,28667,2015-04-29,Wednesday,5,4,2015,,,0,0,0,36707.71428571428
d_1553,30553,2015-04-30,Thursday,6,4,2015,,,0,0,0,36591.142857142855
d_1554,40976,2015-05-01,Friday,7,5,2015,,,1,1,0,36479.28571428572
d_1555,47052,2015-05-02,Saturday,1,5,2015,,,1,0,1,36430.46428571428
d_1556,49102,2015-05-03,Sunday,2,5,2015,,,1,1,1,36697.107142857145
d_1557,38169,2015-05-04,Monday,3,5,2015,,,1,0,0,36766.892857142855
d_1558,35089,2015-05-05,Tuesday,4,5,2015,Cinco De Mayo,Cultural,1,1,1,36808.96428571428
d_1559,35296,2015-05-06,Wednesday,5,5,2015,,,1,1,1,36849.92857142857
d_1560,33321,2015-05-07,Thursday,6,5,2015,,,1,1,0,36810.07142857143
d_1561,37424,2015-05-08,Friday,7,5,2015,,,1,0,1,36830.46428571428
d_1562,47269,2015-05-09,Saturday,1,5,2015,,,1,1,1,36901.78571428572
d_1563,38030,2015-05-10,Sunday,2,5,2015,Mother's day,Cultural,1,0,0,36575.0
d_1564,37192,2015-05-11,Monday,3,5,2015,,,0,1,1,36671.357142857145
d_1565,35033,2015-05-12,Tuesday,4,5,2015,,,0,1,1,36722.642857142855
d_1566,33685,2015-05-13,Wednesday,5,5,2015,,,0,1,0,36686.75
d_1567,32054,2015-05-14,Thursday,6,5,2015,,,0,0,1,36709.0
d_1568,37764,2015-05-15,Friday,7,5,2015,,,0,1,1,36877.03571428572
d_1569,44336,2015-05-16,Saturday,1,5,2015,,,0,0,0,36942.03571428572
d_1570,44493,2015-05-17,Sunday,2,5,2015,,,0,0,0,36946.82142857143
d_1571,34296,2015-05-18,Monday,3,5,2015,,,0,0,0,36988.892857142855
d_1572,30671,2015-05-19,Tuesday,4,5,2015,,,0,0,0,37004.75
d_1573,31158,2015-05-20,Wednesday,5,5,2015,,,0,0,0,37032.46428571428
d_1574,30601,2015-05-21,Thursday,6,5,2015,,,0,0,0,37030.42857142857
d_1575,36267,2015-05-22,Friday,7,5,2015,,,0,0,0,37096.28571428572
d_1576,39975,2015-05-23,Saturday,1,5,2015,,,0,0,0,36966.892857142855
d_1577,37426,2015-05-24,Sunday,2,5,2015,,,0,0,0,36753.32142857143
d_1578,37817,2015-05-25,Monday,3,5,2015,MemorialDay,National,0,0,0,36909.5
d_1579,30879,2015-05-26,Tuesday,4,5,2015,,,0,0,0,36949.82142857143
d_1580,30097,2015-05-27,Wednesday,5,5,2015,,,0,0,0,37000.892857142855
d_1581,30216,2015-05-28,Thursday,6,5,2015,,,0,0,0,36988.857142857145
d_1582,32925,2015-05-29,Friday,7,5,2015,,,0,0,0,36701.32142857143
d_1583,40938,2015-05-30,Saturday,1,5,2015,,,0,0,0,36482.96428571428
d_1584,43463,2015-05-31,Sunday,2,5,2015,,,0,0,0,36281.57142857143
d_1585,38654,2015-06-01,Monday,3,6,2015,,,1,1,0,36298.892857142855
d_1586,37424,2015-06-02,Tuesday,4,6,2015,,,1,0,1,36382.28571428572
d_1587,37990,2015-06-03,Wednesday,5,6,2015,,,1,1,1,36478.5
d_1588,34922,2015-06-04,Thursday,6,6,2015,NBAFinalsStart,Sporting,1,0,0,36535.67857142857
d_1589,39889,2015-06-05,Friday,7,6,2015,,,1,1,1,36623.71428571428
d_1590,47507,2015-06-06,Saturday,1,6,2015,,,1,1,1,36632.21428571428
d_1591,48426,2015-06-07,Sunday,2,6,2015,,,1,1,0,37003.5
d_1592,39922,2015-06-08,Monday,3,6,2015,,,1,0,1,37101.0
d_1593,38184,2015-06-09,Tuesday,4,6,2015,,,1,1,1,37213.53571428572
d_1594,35176,2015-06-10,Wednesday,5,6,2015,,,1,0,0,37266.78571428572
d_1595,35585,2015-06-11,Thursday,6,6,2015,,,0,1,1,37392.892857142855
d_1596,40282,2015-06-12,Friday,7,6,2015,,,0,1,1,37482.82142857143
d_1597,44853,2015-06-13,Saturday,1,6,2015,,,0,1,0,37501.28571428572
d_1598,48981,2015-06-14,Sunday,2,6,2015,,,0,0,1,37661.57142857143
d_1599,47580,2015-06-15,Monday,3,6,2015,,,0,1,1,38136.0
d_1600,31698,2015-06-16,Tuesday,4,6,2015,NBAFinalsEnd,Sporting,0,0,0,38172.67857142857
d_1601,31478,2015-06-17,Wednesday,5,6,2015,,,0,0,0,38184.107142857145
d_1602,34425,2015-06-18,Thursday,6,6,2015,Ramadan starts,Religious,0,0,0,38320.67857142857
d_1603,37829,2015-06-19,Friday,7,6,2015,,,0,0,0,38376.46428571428
d_1604,44255,2015-06-20,Saturday,1,6,2015,,,0,0,0,38529.32142857143
d_1605,41413,2015-06-21,Sunday,2,6,2015,Father's day,Cultural,0,0,0,38671.71428571428
d_1606,34846,2015-06-22,Monday,3,6,2015,,,0,0,0,38565.607142857145
d_1607,33071,2015-06-23,Tuesday,4,6,2015,,,0,0,0,38643.892857142855
d_1608,31622,2015-06-24,Wednesday,5,6,2015,,,0,0,0,38698.357142857145
d_1609,32376,2015-06-25,Thursday,6,6,2015,,,0,0,0,38775.5
d_1610,35945,2015-06-26,Friday,7,6,2015,,,0,0,0,38883.357142857145
d_1611,42213,2015-06-27,Saturday,1,6,2015,,,0,0,0,38928.892857142855
d_1612,42946,2015-06-28,Sunday,2,6,2015,,,0,0,0,38910.42857142857
d_1613,33928,2015-06-29,Monday,3,6,2015,,,0,0,0,38741.642857142855
d_1614,32179,2015-06-30,Tuesday,4,6,2015,,,0,0,0,38554.32142857143
d_1615,38077,2015-07-01,Wednesday,5,7,2015,,,1,1,0,38557.42857142857
d_1616,41844,2015-07-02,Thursday,6,7,2015,,,1,0,1,38804.642857142855
d_1617,54154,2015-07-03,Friday,7,7,2015,,,1,1,1,39314.107142857145
d_1618,37489,2015-07-04,Saturday,1,7,2015,IndependenceDay,National,1,0,0,38956.32142857143
d_1619,43532,2015-07-05,Sunday,2,7,2015,,,1,1,1,38781.53571428572
d_1620,41538,2015-07-06,Monday,3,7,2015,,,1,1,1,38839.25
d_1621,37355,2015-07-07,Tuesday,4,7,2015,,,1,1,0,38809.642857142855
d_1622,36049,2015-07-08,Wednesday,5,7,2015,,,1,0,1,38840.82142857143
d_1623,38210,2015-07-09,Thursday,6,7,2015,,,1,1,1,38934.57142857143
d_1624,39895,2015-07-10,Friday,7,7,2015,,,1,0,0,38920.75
d_1625,47405,2015-07-11,Saturday,1,7,2015,,,0,1,1,39011.892857142855
d_1626,49594,2015-07-12,Sunday,2,7,2015,,,0,1,1,39033.78571428572
d_1627,39058,2015-07-13,Monday,3,7,2015,,,0,1,0,38729.42857142857
d_1628,36831,2015-07-14,Tuesday,4,7,2015,,,0,0,1,38912.75
d_1629,38095,2015-07-15,Wednesday,5,7,2015,,,0,1,1,39149.07142857143
d_1630,37478,2015-07-16,Thursday,6,7,2015,,,0,0,0,39258.107142857145
d_1631,41847,2015-07-17,Friday,7,7,2015,,,0,0,0,39401.607142857145
d_1632,45660,2015-07-18,Saturday,1,7,2015,Eid al-Fitr,Religious,0,0,0,39451.78571428572
